Date,Close,High,Low,Open,Volume
2020-02-24,214.7102508544922,217.48395992078028,213.61434032319283,214.99149450318163,84522600
2020-02-25,208.87188720703125,217.23181605410548,208.2609055258596,216.5141378844206,97743000
2020-02-26,209.94837951660156,213.63372919611103,208.41604936781178,210.1714506308092,79537700
2020-02-27,199.43544006347656,209.89018528237307,199.29966472810395,204.53673029064964,121822600
2020-02-28,199.5906524658203,200.91931240391406,192.1908583438788,192.64667879533079,148173700
2020-03-02,209.89016723632812,210.03565031069144,199.72637426664122,202.5776708627176,112933900
2020-03-03,203.15963745117188,212.9840033159084,201.3557561385645,210.55943245479128,131953500
2020-03-04,211.6359100341797,211.7425917276351,204.99258097475487,206.8837577949558,73086200
2020-03-05,205.20596313476562,209.83204819468585,203.76092846205808,206.2727801669167,78705500
2020-03-06,201.74365234375,202.83954807098226,196.78782999283393,198.49472217926498,89828400
2020-03-09,187.72967529296875,195.0906687014179,186.313719432303,187.64237949724676,116424000
2020-03-10,197.95159912109375,198.13586881391043,187.83628510747369,195.04211504100226,100599200
2020-03-11,189.32984924316406,194.69299763294148,186.9149718653977,193.33524416656854,89168800
2020-03-12,171.96995544433594,185.02383563383205,171.6014159673078,176.5960256240606,137820700
2020-03-13,186.53677368164062,188.61220567408193,172.75552167715688,181.4257891403854,134882000
2020-03-16,164.19189453125,179.10784012321412,164.05611919394792,168.89555177224497,92054400
2020-03-17,176.64453125,178.82664499022377,164.65745251176787,170.17577807145648,121257100
2020-03-18,171.2716522216797,173.81259716519463,161.76733366877875,166.43220456668635,114156300
2020-03-19,172.29966735839844,177.95376707405555,166.45160497841331,170.38910477804214,120896500
2020-03-20,165.5496826171875,177.35249087928452,164.96779453462463,176.2565949978422,118983900
2020-03-23,165.66921997070312,169.31382603911058,160.29462724494675,166.11628334366134,124639800
2020-03-24,178.49822998046875,178.66345034228735,172.948703293771,174.8536239199231,94881800
2020-03-25,177.17642211914062,184.18377520820027,174.92161910150944,179.23683431598894,88754900
2020-03-26,186.50660705566406,187.3035679137417,178.44960565135506,178.702292961753,79887600
2020-03-27,180.0921173095703,185.1556811350264,179.47010520346998,181.67629581873643,58845000
2020-03-30,186.64268493652344,187.0800494934435,181.1028871249041,181.80265262004957,49356900
2020-03-31,185.0487518310547,189.76244723335867,183.8824811136616,186.3316600011428,62659300
2020-04-01,177.1861572265625,182.3858008846999,175.77691258452523,179.57702521086807,53715400
2020-04-02,180.78219604492188,184.75725813907067,175.8838514332012,176.14626725363286,56465300
2020-04-03,178.21636962890625,181.81239275525436,176.1948263828853,180.3351083004814,47487600
2020-04-06,190.9578857421875,192.0950008761569,183.87277919055117,185.12651695469043,64763500
2020-04-07,190.880126953125,196.96419770630484,190.49137497698362,196.68233991815566,69904500
2020-04-08,194.9329833984375,195.51611148889637,190.6566365853698,192.58098449478297,45940400
2020-04-09,195.21478271484375,197.50845494902046,193.43621351872926,196.66291125068005,68252600
2020-04-13,197.32382202148438,197.70286044247717,193.16411300086716,194.37898163609273,42853900
2020-04-14,205.90567016601562,206.5276823573295,200.61855912487752,201.4057916824844,63959600
2020-04-15,203.54393005371094,205.8764865771956,201.2988553369365,202.62063291792964,47036000
2020-04-16,207.25656127929688,208.34507868439832,203.79661824456377,205.74040779935203,64657400
2020-04-17,209.2392120361328,210.42492480525243,206.11943822569566,210.09448415285826,62863200
2020-04-20,206.76092529296875,209.8126746699515,206.59570494041793,207.36349538226457,38249100
2020-04-21,199.13153076171875,205.22531548706903,197.90694861693365,204.6810567560534,72932800
2020-04-22,205.0406494140625,206.38186899850209,202.4748477068332,203.22321086350698,40089100
2020-04-23,204.60330200195312,208.4131279231506,204.19510795646104,205.83759774786796,43278500
2020-04-24,207.83001708984375,208.2770953017859,203.61199647386675,205.04068326797838,34231900
2020-04-27,209.50164794921875,210.5415825394974,208.4714417984362,210.11394643994126,36451700
2020-04-28,205.55577087402344,211.21220629729646,205.27392787884932,211.21220629729646,46862800
2020-04-29,212.84498596191406,213.78772521398528,209.0934710042736,210.11396362898302,48716400
2020-04-30,212.7575225830078,213.85575376901983,211.24136886572845,213.76828678454748,43359500
2020-05-01,206.76092529296875,210.5804651117981,205.73070424716022,208.47145496932353,48795000
2020-05-04,209.1712646484375,209.39479636909644,205.18648880569773,205.51694441051717,32841000
2020-05-05,211.54261779785156,213.95291265912297,210.75538541214974,211.32879976347115,37783100
2020-05-06,212.84498596191406,214.82764505939963,211.980000082481,213.2337379951655,36455200
2020-05-07,215.58575439453125,216.47016756711463,214.22509250681557,215.58575439453125,38624800
2020-05-08,218.540283203125,218.6763478930609,216.2271686442757,217.26710328373784,31852300
2020-05-11,220.4937744140625,221.5239805567624,216.97551988976167,217.20877998676357,35714100
2020-05-12,215.87730407714844,221.6892466237848,215.8481484147021,221.09639010414264,41054100
2020-05-13,213.17543029785156,218.2973207291924,210.61935671737967,216.40212858247304,65521200
2020-05-14,215.595458984375,215.63432825728185,209.91959602381158,211.84394387641177,51549300
2020-05-15,216.99497985839844,217.0532911799798,212.19381664900797,212.63116639080758,55747200
2020-05-18,221.03805541992188,222.25292407477332,219.13314967388098,219.92038218943438,42398100
2020-05-19,220.48406982421875,223.39004081141755,220.33829152634036,221.30045795221523,36237300
2020-05-20,224.8867645263672,225.24636090051615,223.03044167344225,223.04988372418907,37417000
2020-05-21,222.43760681152344,225.6157076554424,221.92250364118667,224.93538411253923,43642900
2020-05-22,223.20538330078125,223.40947292227912,221.10608678574005,222.029383962374,28762400
2020-05-26,222.6028289794922,227.00552706608786,222.359855224357,226.8014225866002,33055300
2020-05-27,223.8176727294922,223.9343102032755,217.64614893707798,222.262649768463,55665600
2020-05-28,223.52610778808594,226.9082978029433,222.61252423219057,222.67083555193898,42784300
2020-05-29,226.80140686035156,227.03466698788608,222.33068414388416,223.9051640523469,50691800
2020-06-01,227.4817352294922,227.8607736761343,225.47963395594965,225.92671216913953,25776000
2020-06-02,229.00762939453125,229.0659407232173,225.48935932108157,227.9093832711403,33383400
2020-06-03,230.03778076171875,230.7958575133159,228.73544529922492,229.6198582894632,37228700
2020-06-04,228.42446899414062,231.10689371832558,227.1124048791934,229.68793539558237,38716100
2020-06-05,232.95350646972656,233.54636299141154,229.00761528569961,229.58102975570665,47365600
2020-06-08,234.76124572753906,234.88758199614534,231.22354843768125,232.80772724051369,32937300
2020-06-09,236.46200561523438,237.317262946953,233.7115415771241,233.8962039602033,35046300
2020-06-10,239.29994201660156,240.85497964920356,237.637995361384,238.1628268651108,58084400
2020-06-11,227.4428253173828,236.74385084463688,227.38451400215516,235.35404839858538,72919400
2020-06-12,229.25054931640625,233.64350311850234,225.22690545257805,232.37032330803063,72034800
2020-06-15,232.0399169921875,232.72024048439653,224.964523013334,225.90726229180217,45307400
2020-06-16,236.02468872070312,237.5214003816307,232.38008274805446,236.92854388354894,48890100
2020-06-17,236.7729949951172,238.60016187645152,235.90800925809046,237.53107171610972,34749300
2020-06-18,237.41448974609375,237.6574634759657,235.67480436538392,236.45230843702254,30578600
2020-06-19,237.37562561035156,240.05805030739674,235.63592536206198,239.7956345210743,49422100
2020-06-22,240.22238159179688,240.34893754693158,236.95113521585844,237.2431988474993,24068700
2020-06-23,242.2668914794922,244.51587048641122,241.27384546067623,241.8287811940465,32767400
2020-06-24,237.2724151611328,242.7439582981138,235.7633553873604,241.50750114538985,46032400
2020-06-25,239.53111267089844,239.83292163933172,234.7702826884814,237.360022313954,36940800
2020-06-26,233.87461853027344,239.46300246272563,233.3488742466796,239.28774941628436,52824600
2020-06-29,236.42538452148438,236.43512987942603,231.08041222797763,233.631200246289,34377800
2020-06-30,241.05966186523438,241.6048671107606,236.17226080444627,236.3572443389774,38909200
2020-07-01,243.87332153320312,244.87611293395275,240.55339298802332,241.09859823242365,34689200
2020-07-02,245.52842712402344,247.55348590133403,245.0611104387147,246.33650453437306,31956500
2020-07-06,251.5646514892578,252.0903660159798,248.68281839301778,248.70229425332445,34589000
2020-07-07,249.83163452148438,253.98886151898148,249.52982554606575,251.31150274826635,36578200
2020-07-08,253.122314453125,253.15152081002955,249.72451285027313,251.16542911761755,30426300
